bigram,log_likelihood,relative_frequency,total_count,register,p_value,p_value_fdr
τεῦχος κεῖμαι,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἱππόδαμος Ἀχαιός,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
θυμός ἀμύμων,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
πῦρ δαίω,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ποδώκης Πηλεύς,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἵππος ἀποβαίνω,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
μέγας τεῖχος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
μέγας θεός,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Τρώς κλειτός,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἵστημι τέθηπα,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἐμπάζομαι μῦθος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἀμύμων Ἀντίλοχος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
παντοῖος ἄνεμος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Ἴδη κορυφή,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἐδητύς ποτής,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἀμύνω ναῦς,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Ἴλιος εὔπωλος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
πολύφρων δόμονδε,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
καλός πορφύρεος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
προσαυδάω πότνια,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
πούς ἕλκω,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Τρώς βούλομαι,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἄγω δῶμα,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
κλισία Ἀγαμέμνων,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
νεφέλη καλύπτω,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
μέγας Τελαμών,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ὀξύς χαλκοῦς,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Ἀχαιός φύλοπις,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἅρμα ὠκύς,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
κέλομαι Τρώς,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἵστημι φέρω,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Ζεύς ὄμβρος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
χάλκεος Ἄρης,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
πόλις ἄγω,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Κρονίων ἄναξ,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
φρήν μῆδος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
δαίς ἔισος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
φρήν τέρπω,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
πόλεμος φθισήνωρ,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
πόλεμος θωρήσσω,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἄμαξα εὔτροχος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἀρετή ἔξοχος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἀριστεύω μάχομαι,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
μετάφρενον δόρυ,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Ἀχιλλεύς ῥηξήνωρ,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἐπιέννυμι ἀλκή,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἐπεύχομαι θεός,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
πρόφρων ὑποδέχομαι,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Λύκιοι ἀγός,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Τροία ἐριβῶλαξ,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
χαλκός ἀτειρής,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
βοῦς ἀγέλη,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ῥῆγος καλός,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
πόλις ἄκρος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἠέλιος φαέθω,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
οὖρος ἵημι,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἡμίονος ταλαεργός,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἐριαύχην ἵππος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἥρως Ἀτρείδης,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἄλκιμος ἦτορ,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἀντίος ἵστημι,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
Ἀχαιός Ἴλιος,-0.2915051346939439,5.468604740186589e-05,5,Narrative,0.5892576152129212,0.6163234950627449
ἠριγένεια φαίνω,-0.3824328028445878,0.0002406186085682099,22,Narrative,0.5363041087106588,0.5618925233879121
Ζεύς θυγάτηρ,-0.3973541328999324,0.00021874418960746356,20,Narrative,0.5284588659508774,0.5537018160709885
κλυτός τεῦχος,-0.416357309565742,0.0001968697706467172,18,Narrative,0.5187602951632531,0.5435494140097722
ὄχα ἄριστος,-0.416357309565742,0.0001968697706467172,18,Narrative,0.5187602951632531,0.5435494140097722
τεῦχος δύω,-0.47368190670799315,0.00015312093272522447,14,Narrative,0.4912981780091089,0.5186125821728871
ἑταῖρος ἐποτρύνω,-0.5185378401504908,0.00013124651376447813,12,Narrative,0.4714660650285645,0.4977214250964847
ὑπερῷον ἀναβαίνω,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
ναῦς ἔισος,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
λαμβάνω γόνυ,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
δάκρυον εἴβω,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
εἶδον ἐλεέω,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
χείρ στιβαρός,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
νήδυμος ὕπνος,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
πατήρ Ζεύς,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
μνηστήρ ὑπερφίαλος,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
ἐυκτίμενος πτολίεθρον,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
Ἴλιος ἔρχομαι,-0.5830102693878878,0.00010937209480373178,10,Narrative,0.44513480454113685,0.47017889866088663
Ἀτρείδης Ἀγαμέμνων,-0.6480384736113374,0.00027343023700932944,25,Narrative,0.4208148505599083,0.44463859238424613
φαίνω ῥοδοδάκτυλος,-0.6480384736113374,0.00027343023700932944,25,Narrative,0.4208148505599083,0.44463859238424613
θεός ἐναλίγκιος,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
εὔχομαι Ζεύς,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
χθών πολυβότειρα,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
Διομήδης ἱππόδαμος,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
μέγας σθένος,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
Ἰδομενεύς Κρής,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
κόρη μέγας,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
θαῦμα εἶδον,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
πῦρ καίω,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
ἱστίον λευκός,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
βάλλω ἰός,-0.6822991846712123,8.749767584298542e-05,8,Narrative,0.4087961307566065,0.4319545851659618
ναῦς Ἀχαιός,-0.7002151111819641,0.0006343581498616443,58,Narrative,0.4027114232158373,0.4256071862044033
Ζεύς φίλος,-0.8059882774775686,0.000185932561166344,17,Narrative,0.3693089820999358,0.3903672369188888
Ὀδυσσεύς φίλος,-0.8059882774775686,0.000185932561166344,17,Narrative,0.3693089820999358,0.3903672369188888
κονίω πεδίον,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ἵστημι πρόθυρον,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
Ξάνθος δινήεις,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
εὐρύς ῥέω,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
δῖος Ἀλέξανδρος,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ἕννυμι χρώς,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
κλειτός ἑκατόμβη,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
βοῦς ἀγελαῖος,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
θερμός χέω,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
νεκρός ἐρύω,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
θεός ἔρις,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ἀθάνατος τίκτω,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
τρόμος λαμβάνω,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ἵππος ἅλλομαι,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
Ἕκτωρ κῦδος,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
διογενής Ὀδυσσεύς,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ἄμοτον μέμαα,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ποικίλος χαλκός,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ἔλαιον χλαῖνα,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
χείρ καρπός,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
Αἴας μέγας,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ἑκηβόλος Ἀπόλλων,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
σθένος βλεμεαίνω,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
πρόμαχος μίγνυμι,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ὁμοκλέω ἔπος,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
βάλλω θυμός,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
δένδρεον μακρός,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ὀτρύνω νέομαι,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
μῆτις ἀτάλαντος,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ὀστέον θυμός,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
μέλας θάνατος,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
πίων αἴξ,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
προσαυδάω μειλίχιος,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ἑκατηβόλος Ἀπόλλων,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ἀμύνω νηλής,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
μέγας ποταμός,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
Αἴας δύο,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
μάστιξ ἡνία,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
Τηλέμαχος θεοειδής,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
Ζεύς μῆτις,-0.8532083612870804,6.562325688223906e-05,6,Narrative,0.3556462895896697,0.37594525154805947
ὀλοφύρομαι ἔπος,-0.8745154040818317,0.00016405814220559766,15,Narrative,0.3497082795210381,0.3699406041350451
δύω ἠέλιος,-0.9656932972038579,0.00014218372324485131,13,Narrative,0.32575661186394883,0.34577962596335005
ναῦς βαίνω,-0.9656932972038579,0.00014218372324485131,13,Narrative,0.32575661186394883,0.34577962596335005
ἵππος ὄχος,-0.9656932972038579,0.00014218372324485131,13,Narrative,0.32575661186394883,0.34577962596335005
φίλος ἑταῖρος,-1.0924011597807008,0.00012030930428410496,11,Narrative,0.2959398012495324,0.3141743180424682
ὑψόσε ἀείρω,-1.0924011597807008,0.00012030930428410496,11,Narrative,0.2959398012495324,0.3141743180424682
Ἕκτωρ Τρώς,-1.0924011597807008,0.00012030930428410496,11,Narrative,0.2959398012495324,0.3141743180424682
ναῦς κλισία,-1.0924011597807008,0.00012030930428410496,11,Narrative,0.2959398012495324,0.3141743180424682
χρύσεος Ἀφροδίτη,-1.0924011597807008,0.00012030930428410496,11,Narrative,0.2959398012495324,0.3141743180424682
μῦθος ἀκούω,-1.1660205387757756,0.00021874418960746356,20,Narrative,0.28022042393522667,0.2976487733926783
θεά Θέτις,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
φόρμιγξ λιγύς,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
ναῦς ἴσος,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
κλυτός Ἐννοσίγαιος,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
μελιηδής οἶνος,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
ἐύς μέγας,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
ἀνήρ πόλεμος,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
θυγάτηρ Ἀφροδίτη,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
θυμός ἀπαυράω,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
λίσσομαι ἔπος,-1.2798125419306197,9.84348853233586e-05,9,Narrative,0.25793389285426216,0.27473081685345907
νηλής χαλκός,-1.3645983693424246,0.00017499535168597085,16,Narrative,0.24274213110536985,0.2696171467551328
Ζεύς αἰγίοχος,-1.3853859873100127,0.0002953046559700758,27,Narrative,0.23918584394793155,0.2696171467551328
ἀμφίπολος γυνή,-1.5095056631894712,0.00015312093272522447,14,Narrative,0.21921453327821971,0.2696171467551328
δάκρυον χέω,-1.5556135204514732,0.0003937395412934344,36,Narrative,0.21230864277705777,0.2696171467551328
Ζεύς ἐκγίγνομαι,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
ἐπισεύω δαίμων,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
χθών πουλυβότειρα,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
Ἀχιλλεύς Τρώς,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
ζεύγνυμι ἅρμα,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
φαίδιμος γυῖον,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
ἠέλιος σκιάω,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
χρύσεος δέπας,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
ἡνία σιγαλόεις,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
εὔχομαι χείρ,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
κῦμα ῥόος,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
δῶμα Ζεύς,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
ἵππος ζεύγνυμι,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
καμπύλος τόξον,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
δόρυ πήγνυμι,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
ἐπάρχω δέπας,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
σκιάω ἀγυιά,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
ἔγχος χάλκειος,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
θρασύς Ἕκτωρ,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
Ἑκάεργος Ἀπόλλων,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
δάκρυον θερμός,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
φίλος τετίημαι,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
δόρυ χάλκεος,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
φέρω βαρύς,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
φάσγανον ὀξύς,-1.5853607166695576,7.656046636261224e-05,7,Narrative,0.20799021221690658,0.2696171467551328
θεῖος ἀοιδός,-1.7064167225741609,0.00013124651376447813,12,Narrative,0.19145094322594014,0.2696171467551328
ἵππος ἀνήρ,-1.7064167225741609,0.00013124651376447813,12,Narrative,0.19145094322594014,0.2696171467551328
φίλος υἱός,-1.7367561525551913,0.0007218558257046298,66,Narrative,0.1875503690749742,0.2696171467551328
Τρώς Ἀχαιός,-1.8332953440090378,0.00030624186545044895,28,Narrative,0.1757388112725779,0.2696171467551328
χείρ αἱρέω,-1.8332953440090378,0.00030624186545044895,28,Narrative,0.1757388112725779,0.2696171467551328
Φοῖβος Ἀπόλλων,-1.9009825085552041,0.00042655116973455394,39,Narrative,0.16796838629585817,0.2696171467551328
μεγαλήτωρ θυμός,-1.9299345008256399,0.000185932561166344,17,Narrative,0.16476561101049833,0.2696171467551328
πῦρ αἴθω,-1.989538106177708,0.00010937209480373178,10,Narrative,0.15838918278980083,0.2696171467551328
βάλλω χιτών,-1.989538106177708,0.00010937209480373178,10,Narrative,0.15838918278980083,0.2696171467551328
ποδώκης Αἰακίδης,-1.989538106177708,0.00010937209480373178,10,Narrative,0.15838918278980083,0.2696171467551328
κρατερός ὑσμίνη,-2.123895198503371,0.0003609279128523149,33,Narrative,0.145017313740274,0.2696171467551328
ἄλκιμος υἱός,-2.1330209032177008,0.00016405814220559766,15,Narrative,0.14415640698191332,0.2696171467551328
υἱός Πρίαμος,-2.1330209032177008,0.00016405814220559766,15,Narrative,0.14415640698191332,0.2696171467551328
ἀχεύω ἑταῖρος,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἐπιβουκόλος ἀνήρ,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
κακός φρήν,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
χείρ πετάννυμι,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
χείρ Ἀχιλλεύς,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
θαλερός αἰζηός,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἐπιπωλέομαι στίξ,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἔρχομαι ἐξαπίνης,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἐπισεύω βάλλω,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
Τηλέμαχος ἔπος,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἔξοχος ἄριστος,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
πέλω μῦθος,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
πίπτω λαός,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἐλαφρός πούς,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
βούλομαι νίκη,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
παρίστημι ἔπος,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
κυνέη χαλκήρης,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἔγχος χείρ,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
βαίνω ἀγγέλλω,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἑτεραλκής νίκη,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἀνήρ κύων,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
κυνέη εὔτυκτος,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
βέλος ἅπτω,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
δόμος Ὀδυσσεύς,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
βάλλω ὦμος,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
δόμος ἔρχομαι,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἔρχομαι φέρω,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
μένος πνέω,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
καλύπτω ἀήρ,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
Σαρπηδών δῖος,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
οὖρος Ἀχαιός,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
χρύσεος κύπελλον,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἐρικυδής δαίς,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
κύων ἀργός,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
μακρός βίβημι,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
ἐπισφύρια ἀραρίσκω,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
χολόω κηρόθι,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
βοή ἄσβεστος,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
χείρ Ὀδυσσεύς,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
πέπνυμαι οἶδα,-2.181178107107189,5.468604740186589e-05,5,Narrative,0.1397074826766835,0.2696171467551328
