lemma,log_ratio,g_squared,p_value,p_value_fdr,register,relative_frequency
Εὐρύαλος,-1.5851513818573955,-6.874751848809369,0.008742189502018275,0.07791105961915228,Narrative,8.445866686686499e-05
κύκλος,-1.5851513818573955,-6.874751848809369,0.008742189502018275,0.07791105961915228,Narrative,8.445866686686499e-05
μεσηγύ,-1.5626785260053369,-14.32512723620669,0.00015379823469766405,0.0034230279061149404,Narrative,0.00023460740796351387
μεταυδάω,-1.5626785260053369,-14.32512723620669,0.00015379823469766405,0.0034230279061149404,Narrative,0.00023460740796351387
τείνω,-1.5626785260053369,-14.32512723620669,0.00015379823469766405,0.0034230279061149404,Narrative,0.00023460740796351387
πάλλω,-1.5626785260053369,-14.32512723620669,0.00015379823469766405,0.0034230279061149404,Narrative,0.00023460740796351387
ἀντίος,-1.556980504890699,-42.87500220131976,5.835153625247079e-11,7.0130210641719545e-09,Narrative,0.0007882808907574066
Πουλυδάμας,-1.5474110538745485,-16.49911567022062,4.867277046642844e-05,0.0013787340671180554,Narrative,0.00028152888955621663
ὀβελός,-1.5474110538745485,-8.894639657833547,0.0028600904326542284,0.03287682932829257,Narrative,0.00013138014845956775
ἔγχος,-1.5305472478225437,-115.68614319938263,5.567963350641642e-27,3.9036063057456776e-24,Narrative,0.002252231116449733
Ἶρις,-1.5279929680174469,-20.883007008496193,4.882064506200982e-06,0.0001993825664595576,Narrative,0.00037537185274162216
νεύω,-1.5279929680174469,-11.027895201190981,0.000897509947349595,0.013850849894467457,Narrative,0.00017830163005227054
πρηνής,-1.5279929680174469,-11.027895201190981,0.000897509947349595,0.013850849894467457,Narrative,0.00017830163005227054
ἱδρώς,-1.5279929680174469,-11.027895201190981,0.000897509947349595,0.013850849894467457,Narrative,0.00017830163005227054
Ἰδαῖος,-1.516158510370444,-13.199292536176491,0.0002800548157877357,0.005416324517752231,Narrative,0.0002252231116449733
Εὐρύκλεια,-1.516158510370444,-13.199292536176491,0.0002800548157877357,0.005416324517752231,Narrative,0.0002252231116449733
ἐδητύς,-1.5081903407212673,-15.388202399511076,8.753309840872521e-05,0.002140744060792457,Narrative,0.0002721445932376761
ὁρμαίνω,-1.5081903407212673,-15.388202399511076,8.753309840872521e-05,0.002140744060792457,Narrative,0.0002721445932376761
ἔθνος,-1.5081903407212673,-15.388202399511076,8.753309840872521e-05,0.002140744060792457,Narrative,0.0002721445932376761
στιβαρός,-1.5024596660122822,-17.58661508025834,2.7451371963731204e-05,0.0008553644160402615,Narrative,0.00031906607483037883
οὐτάζω,-1.5024596660122822,-17.58661508025834,2.7451371963731204e-05,0.0008553644160402615,Narrative,0.00031906607483037883
ἀποβαίνω,-1.4981400048677658,-19.79076301737876,8.6399206558285e-06,0.0003119641737231123,Narrative,0.0003659875564230816
σέλας,-1.467368346201012,-7.733107355198256,0.005421736326890202,0.05367150763528613,Narrative,0.0001219958521410272
δειρή,-1.467368346201012,-7.733107355198256,0.005421736326890202,0.05367150763528613,Narrative,0.0001219958521410272
ὠθέω,-1.467368346201012,-20.92272692243459,4.781874727818244e-06,0.00019624347358602386,Narrative,0.0004035247416972438
ὀμφαλόεις,-1.467368346201012,-7.733107355198256,0.005421736326890202,0.05367150763528613,Narrative,0.0001219958521410272
ἐξερύω,-1.467368346201012,-7.733107355198256,0.005421736326890202,0.05367150763528613,Narrative,0.0001219958521410272
ἀτάλαντος,-1.467368346201012,-14.291667400439922,0.00015655636780887485,0.0034569782739529245,Narrative,0.0002627602969191355
Τεῦκρος,-1.467368346201012,-14.291667400439922,0.00015655636780887485,0.0034569782739529245,Narrative,0.0002627602969191355
οὐρίαχος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Λειώκριτος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
παμφανόων,-1.4673683462010119,-9.899469402132368,0.0016532643292540936,0.021869359751595426,Narrative,0.00016891733373372998
προσαίσσω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
πείρινς,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ῥαθάμιγξ,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Βίας,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὠμόφαγος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
προθρώσκω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
προβιβάω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
πρήθω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ὕλη,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
πολύφλοισβος,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
πηκτός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
οὖρον,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
χέρνιψ,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
χίλιοι,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
πολύμηλος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
πολυδειράς,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
χάλαζα,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ποδηνεκής,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
λαγῶς,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὄνθος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
λαμπτήρ,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Δεῖμος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
λαφύσσω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
πρόχοος,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
Εὐρυδάμας,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
τριάκοντα,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Κόων,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὑποχωρέω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
σόλος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὑπνάω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Κυλλήνη,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὑψόθεν,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
τηλόσε,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Κλεῖτος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
μειδιάω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὑπερωέω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
σῦριγξ,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
τέλσον,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ταρφειός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
τεχνήεις,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
σφεδανός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
στόμαχος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
στρόφος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ὀι,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Κοίρανος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
νεῦρον,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
σίντης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
φορμίζω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὕω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
φηγός,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
σμερδνός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
μύλη,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
στείβω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὑψόθι,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Λήιτος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὑλακτέω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Θρᾴκη,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὑπασπίδιος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Εὐμήδης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
χειμάρρους,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
βρέμω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
θάλαμόνδε,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐπινέμω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐπικερτομέω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ἰησονίδης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐξερείπω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐξέλκω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐνσκίμπτω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐνορούω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
εἰσαφικάνω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐνθρώσκω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐνέζομαι,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐγκονέω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ἅλιος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
εὐφρονέων,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
Ἴμβριος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
αἰθρηγενής,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
εὐώδης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
εὖθριξ,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὀλιγοδρανέων,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὀθόνη,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ἀγχισιάδης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Φθῖος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Φρόνιος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Χαλκίς,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐπινηνέω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
αἰγίλιψ,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κύανος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
παραβαίνω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ἀρχέλοχος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ἀφαρεύς,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
αἰγλήεις,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ἄλκιμος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ἀπισάων,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
θηρατήρ,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
δρύπτω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἵμερος,-1.4673683462010119,-9.899469402132368,0.0016532643292540936,0.021869359751595426,Narrative,0.00016891733373372998
βράσσω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἦθος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ἔννομος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
γέγωνα,-1.4673683462010119,-9.899469402132368,0.0016532643292540936,0.021869359751595426,Narrative,0.00016891733373372998
ἧλος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ἐπίστροφος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
γέρανος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
γαμφηλαί,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
γαμψῶνυξ,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
γλουτός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
δάκνω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
βλωθρός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
βιβάσθω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἰοδόκος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἑξήκοντα,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἰωκή,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἱέραξ,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
ἴχνιον,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
ἐρίμυκος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἴδρις,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
διαπέταμαι,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐρεβεννός,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
ἐρευνάω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
δονέω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐρεύγομαι,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
ἐριθηλής,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἱμάσσω,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
δεικανάω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
δειδίσκομαι,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
δαιτρός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἐύννητος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
διέχω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
θλάω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Ῥόδος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἄλυτος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀνδρότης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Νάστης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Περκώτη,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀνακηκίω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Περκώσιος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὁρμέω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
καταρρέζω,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
Περίφας,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀμφοτέρωσε,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κρουνός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Πεισηνορίδης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κελάδω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὀλοφυδνός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κραδαίνω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κελαδέω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀμπερές,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κηρύσσω,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
Πείροος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κλαγγή,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
ἀλαλητός,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
κνημίς,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
Νιρεύς,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κρατύνω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κονίσαλος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὁμιλαδόν,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀελλόπος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀκμόθετον,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Οἰνόμαος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κελαρύζω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀνείργω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
χύσις,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
χωλεύω,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Στιχίος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κωπήεις,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κίδναμαι,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀστεροπή,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀνθίστημι,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὀμφαλός,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
ἁπάντῃ,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Σκαμάνδριος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀργός,-1.4673683462010119,-5.643016349366233,0.017525031484398622,0.123874147795821,Narrative,7.507437054832444e-05
θυώδης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
καλλίρροος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κυρτός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἄγυρις,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Πυλαιμένης,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀποπροίημι,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
κόμπος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Πηνειός,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀπάτερθε,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
χρυσηλάκατος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ἀνορούω,-1.4673683462010119,-9.899469402132368,0.0016532643292540936,0.021869359751595426,Narrative,0.00016891733373372998
κάπετος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
Σχεδίος,-1.4673683462010119,-4.447171933544164,0.03495909504872374,0.180060652731698,Narrative,2.8152888955621663e-05
ὄχος,-1.428147633047731,-27.681931976224856,1.4299205198032794e-07,8.654619664104309e-06,Narrative,0.0005724420754309738
ὀνομάζω,-1.4208483305661193,-23.24245739551823,1.42809433983392e-06,6.786574034276687e-05,Narrative,0.00047859911224556827
μάστιξ,-1.4160750518134615,-10.999319498184832,0.0009114534602259846,0.013916620618659182,Narrative,0.0002064545190078922
ταμία,-1.4160750518134615,-10.999319498184832,0.0009114534602259846,0.013916620618659182,Narrative,0.0002064545190078922
πετάννυμι,-1.4160750518134615,-10.999319498184832,0.0009114534602259846,0.013916620618659182,Narrative,0.0002064545190078922
πνοή,-1.4160750518134615,-10.999319498184832,0.0009114534602259846,0.013916620618659182,Narrative,0.0002064545190078922
Αὐτόλυκος,-1.402829825063441,-8.79330754012917,0.0030233759766616786,0.03382401873890253,Narrative,0.00015953303741518941
μετάφρενον,-1.402829825063441,-8.79330754012917,0.0030233759766616786,0.03382401873890253,Narrative,0.00015953303741518941
βοῶπις,-1.402829825063441,-8.79330754012917,0.0030233759766616786,0.03382401873890253,Narrative,0.00015953303741518941
ἄρχω,-1.4003576359180518,-53.61079593895551,2.444126103077997e-13,4.112486581039037e-11,Narrative,0.0011824213361361097
