,lemma,log_likelihood,relative_frequency,register,p_value,p_value_fdr
18424,σύμμαχος,-95.30760045504,0.00033689784464649506,Tragic,1.6298619148234716e-22,2.4519642646604306e-20
4815,δοῦλος,-95.30760045504,0.00033689784464649506,Tragic,1.6298619148234716e-22,2.4519642646604306e-20
2784,βλέπω,-97.55013223045272,0.0003448248527558244,Tragic,5.2509848026855136e-23,8.11600842858913e-21
20513,φόνος,-98.5143125476891,0.0011533796799074124,Tragic,3.226840022482038e-23,5.080246880046256e-21
16805,σεμνός,-98.67139811815909,0.00034878835681048903,Tragic,2.980763008446791e-23,4.71475920901474e-21
14886,πολέμιος,-98.67139811815909,0.00034878835681048903,Tragic,2.980763008446791e-23,4.71475920901474e-21
10092,λαμβάνω,-101.14125953668179,0.0022710878233228433,Tragic,8.565205442693714e-24,1.4005972899987417e-21
24163,ἀρʼ,-103.1564616689845,0.0003646423730291476,Tragic,3.096978650852033e-24,5.113640505009291e-22
19643,τρόπος,-103.1564616689845,0.0003646423730291476,Tragic,3.096978650852033e-24,5.113640505009291e-22
30540,Ἑλλάς,-103.37114930786117,0.0006064161203636912,Tragic,2.7789214905855394e-24,4.656619481922274e-22
3115,γάμος,-104.40414970646644,0.001022584046103479,Tragic,1.6498466597021189e-24,2.778391024092389e-22
16501,πόνος,-104.41210715551301,0.0013238103542579924,Tragic,1.6432339410240168e-24,2.778391024092389e-22
30851,ἡμέρα,-113.96706878771393,0.0005667810798170446,Tragic,1.324906736320571e-26,2.4373243542236417e-24
19765,τύραννος,-116.61165232146074,0.0004122044216851234,Tragic,3.491587260728235e-27,6.639704336426406e-25
33398,ὥστι,-117.73291820916707,0.00041616792573978805,Tragic,1.983805868895501e-27,3.881493922326232e-25
15250,πράσσω,-118.18459289812037,0.0008125183312062528,Tragic,1.579797112993073e-27,3.1089856091687514e-25
19715,τόδος,-118.85418409687345,0.0004201314297944527,Tragic,1.1271832023668334e-27,2.298435193790057e-25
3759,δίκαιος,-121.87535894689171,0.0007927008109329296,Tragic,2.458051849334718e-28,5.1359627807488186e-26
12388,νόσος,-126.4632549539151,0.0005430000554890568,Tragic,2.4346818209742436e-29,5.1831160351042245e-27
16750,σαφής,-126.70304531081791,0.00044787595817710524,Tragic,2.1575819802284466e-29,4.622278003085613e-27
3436,γνώμη,-133.43064063705603,0.0004716569825050931,Tragic,7.278146815446527e-31,1.6645810240273613e-28
4156,διʼ,-134.55190652476236,0.00047562048655975777,Tragic,4.13761463599863e-31,9.59274779547381e-29
5372,δῆρ,-136.7944383001751,0.000483547494669087,Tragic,1.33737198649737e-31,3.16564366230416e-29
2546,βάρβαρος,-137.91570418788146,0.0004875109987237517,Tragic,7.603695327385821e-32,1.8384105938334478e-29
27106,ἐλπίς,-137.92582315282638,0.0005271460392703982,Tragic,7.565048086004091e-32,1.8384105938334478e-29
9013,κοινός,-139.0369700755878,0.0004914745027784163,Tragic,4.323257962259994e-32,1.068160282952836e-29
19307,τλήμων,-139.99491997482667,0.0006183066325276851,Tragic,2.668852840176913e-32,6.642499984349142e-30
13123,πέλας,-140.4315767606903,0.0005667810798170446,Tragic,2.142095764882422e-32,5.3844749449489e-30
30583,Ἕλλην,-141.24484261829986,0.0005390365514343921,Tragic,1.4223410275013367e-32,3.7034478030686726e-30
30270,ἔστος,-142.40076773870686,0.0005033650149424102,Tragic,7.947893576001959e-33,2.1017832004225805e-30
4073,δεσπότης,-142.40076773870686,0.0005033650149424102,Tragic,7.947893576001959e-33,2.1017832004225805e-30
18615,σῶμα,-142.9992313166643,0.0007213577379489659,Tragic,5.8802931914169275e-33,1.579698763779933e-30
1998,αἰαῖ,-148.00709717723862,0.0005231825352157336,Tragic,4.726935786246679e-34,1.333350411905532e-31
19819,τῆσσα,-155.85595839118307,0.0005509270635983861,Tragic,9.102146841012728e-36,2.67911798627339e-33
14022,πατρῷος,-158.0984901665958,0.0005588540717077154,Tragic,2.9452381378394498e-36,8.9011933685471e-34
11821,μόνος,-164.83278458380659,0.0013317373623673216,Tragic,9.950340199013091e-38,3.238548705734559e-35
16487,πόλις,-165.25084096253403,0.0038445989330247086,Tragic,8.063332538992038e-38,2.6498615836149665e-35
29558,ἐχθρός,-165.46243763587103,0.0007847738028236002,Tragic,7.249237537894475e-38,2.4056807982371575e-35
32137,ὁράω,-169.3020169581775,0.002354321408470801,Tragic,1.0510290973365045e-38,3.5224043480934e-36
23304,ἀνό,-169.3111490436593,0.0005984891122543618,Tragic,1.0462131013123418e-38,3.5224043480934e-36
12379,νόμος,-173.79621259448476,0.0006143431284730205,Tragic,1.0967002634796622e-39,3.827031672012689e-37
32421,ὅδι,-179.4025420330165,0.0006341606487463437,Tragic,6.544414562861462e-41,2.356615835513805e-38
10976,μανθάνω,-184.99904869036845,0.0007570292744409477,Tragic,3.9265006286225784e-42,1.5103195429346095e-39
32256,ὄμμα,-188.45984122991825,0.001022584046103479,Tragic,6.894796547096471e-43,2.682551360030672e-40
20592,χάρις,-188.55034627866848,0.0012128322407273823,Tragic,6.588178463457411e-43,2.593061079181045e-40
13098,πάτηρ,-189.49393502237368,0.0006698321852383255,Tragic,4.100103785458522e-43,1.6327578003998294e-40
12768,οἴμοι,-191.73646679778642,0.0006777591933476548,Tragic,1.32833216103012e-43,5.417194616711871e-41
21057,χρόνος,-192.02389196576806,0.001315883346148663,Tragic,1.14966454194034e-43,4.745731107333972e-41
25809,ἅδος,-198.58996327502558,0.000776846794714271,Tragic,4.24168865257128e-45,1.8174293569732307e-42
19727,τόνυ,-200.7065938994372,0.000709467225784972,Tragic,1.4643288540806148e-45,6.3546240233044525e-43
17827,συμφορά,-204.0703915625563,0.0007213577379489659,Tragic,2.7016238211010915e-46,1.203253483163827e-43
2815,βλώσκω,-205.5719016656896,0.0009353869569008569,Tragic,1.270572352367342e-46,5.734347140704288e-44
6432,ζάω,-211.19392985111088,0.0008521533717528993,Tragic,7.540281980531247e-48,3.544875066097252e-45
19825,τῶνος,-214.16178455191348,0.0007570292744409477,Tragic,1.6979453357862844e-48,8.329529227685498e-46
20825,χθών,-218.67140933318558,0.0022116352625028736,Tragic,1.7627348787710343e-49,8.905494464406081e-47
17087,σοφός,-219.7681139904452,0.000776846794714271,Tragic,1.016164365307289e-49,5.211537515346428e-47
20049,φεῦ,-226.49570931668336,0.0008006278190422589,Tragic,3.464136307960232e-51,1.8321492170022797e-48
4698,δοκέω,-232.09795407413662,0.0014466789799525966,Tragic,2.0788474350908315e-52,1.1169350290538025e-49
8506,κατός,-238.82963408145324,0.00084422636364357,Tragic,7.077829255579987e-54,4.060634618171644e-51
4092,δεῖ,-250.04047572956486,0.0009274599487915276,Tragic,2.5445770657783412e-56,1.5660252563551103e-53
3763,δίκη,-257.2248453068047,0.0013317373623673216,Tragic,6.90948789392491e-58,4.677585114429285e-55
20920,χρή,-264.37717494682727,0.002049131596261623,Tragic,1.9073329697808606e-59,1.3736449722151564e-56
2604,βίος,-279.18269039574335,0.0010978906231421074,Tragic,1.1316261479774848e-62,8.908003135555786e-60
7719,κακός,-281.92740390688897,0.007225467891653653,Tragic,2.8548709882662046e-63,2.300822097186256e-60
5204,δόμος,-282.22378891983027,0.0035037375843235486,Tragic,2.4603717187285983e-63,2.082028057681108e-60
30987,ἥκω,-312.20048859050087,0.001216795744782047,Tragic,7.242165457927687e-70,6.45105417329985e-67
12922,οὔτις,-331.89470276108057,0.0011731972001807359,Tragic,3.7163969260652446e-74,3.699891751481837e-71
19773,τύχη,-349.8349569643822,0.0012366132650553701,Tragic,4.6034145754935945e-78,5.026483224705893e-75
13059,πάρειμι,-353.9837773717173,0.0024177374733454354,Tragic,5.749491728759816e-79,6.4871515175597e-76
31240,ἰώ,-359.9263499537393,0.001272284801547352,Tragic,2.921601979437044e-80,3.5319037643558746e-77
18635,τάλας,-363.38800024926024,0.0013674088988593035,Tragic,5.150698252057671e-81,6.4572587086629675e-78
18624,τάδος,-365.5326793922712,0.0012921023218206752,Tragic,1.7574543508839575e-81,2.28800278165658e-78
4849,δράω,-375.9541187229954,0.0013753359069686329,Tragic,9.458568994575506e-84,1.2806524075895453e-80
18708,τέκνον,-400.31804545432993,0.0030241535937091265,Tragic,4.695698710676513e-89,6.910639376421274e-86
19714,τόδις,-407.01951723740626,0.0014387519718432672,Tragic,1.6327012558256391e-90,2.6316811813543836e-87
12952,οὗς,-433.9298985423587,0.0015338760691552187,Tragic,2.2675397063953397e-96,4.039681659040834e-93
15230,ποός,-436.17243031777144,0.001541803077264548,Tragic,7.370230701257982e-97,1.3859718833715634e-93
3554,γῆ,-628.9834799421789,0.0025960951558053444,Tragic,8.315826526509979e-139,2.010588657827402e-135
5775,εἷς,-686.2643773447833,0.00428058437903782,Tragic,2.9016677318543256e-151,8.928959186867006e-148
6992,θνήσκω,-703.0337115918835,0.0024851170422747343,Tragic,6.5464469970920115e-155,2.215906844045675e-151
31460,ἵ,-858.8896699830665,0.0030360441058731205,Tragic,8.490730768198523e-189,5.7480549154550364e-185
10511,λόγος,-895.8686949751309,0.003261963836989005,Tragic,7.761025009442303e-197,6.567573388615313e-193
19298,τιξ,-1028.2008190267256,0.0036345332181274823,Tragic,1.3320138239189745e-225,2.254366796291668e-221
